EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK0810,29,26-35,No,Travel_Rarely,1378,Administration,13,2,Other,1,2053,4,Male,2,2,Laboratory Technician,2,Married,"₹ 71,091",6-10 LPA,444.32,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
VK0890,29,26-35,No,Travel_Rarely,468,Administration,28,4,Medical,1,2054,4,Female,2,1,Research Scientist,1,Single,"₹ 41,818",3-6 LPA,261.36,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
VK0930,29,26-35,No,Travel_Rarely,468,Administration,28,4,Medical,1,2054,4,Female,2,1,Research Scientist,1,Single,"₹ 46,525",3-6 LPA,290.78,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
VK1210,30,26-35,No,Travel_Rarely,1358,Administration,24,1,Life Sciences,1,11,4,Male,3,1,Laboratory Technician,3,Single,"₹ 20,830",0-3 LPA,130.19,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,
VK1400,30,26-35,No,Travel_Rarely,125,Administration,9,2,Medical,1,41,4,Male,2,1,Laboratory Technician,3,Single,"₹ 18,429",0-3 LPA,115.18,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
VK1440,30,26-35,No,Travel-Frequently,721,Administration,1,2,Medical,1,57,3,Female,3,2,Laboratory Technician,4,Single,"₹ 7,893",0-3 LPA,49.33,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
VK1460,30,26-35,No,Travel_Rarely,852,Administration,1,1,Life Sciences,1,104,4,Male,2,2,Laboratory Technician,4,Married,"₹ 80,909",6-10 LPA,505.68,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
VK1470,30,26-35,No,Travel_Rarely,288,Administration,2,3,Life Sciences,1,117,3,Male,2,2,Healthcare Representative,4,Married,"₹ 48,333",3-6 LPA,302.08,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
VK1680,30,26-35,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,2,2,Sales Executive,2,Single,"₹ 4,436",0-3 LPA,27.72,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
VK1740,30,26-35,No,Travel-Frequently,1312,Administration,23,3,Life Sciences,1,159,1,Male,1,1,Research Scientist,3,Single,"₹ 75,290",6-10 LPA,470.56,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
VK2120,30,26-35,No,Travel_Rarely,1240,Finance,9,3,Human Resources,1,184,3,Male,3,2,Human Resources,4,Married,"₹ 77,213",6-10 LPA,482.58,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,
VK2150,30,26-35,No,Travel_Rarely,438,Administration,18,3,Life Sciences,1,194,1,Female,3,1,Research Scientist,3,Single,"₹ 6,895",0-3 LPA,43.09,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,
VK2170,30,26-35,No,Travel_Rarely,201,Administration,5,3,Technical Degree,1,197,4,Female,3,1,Research Scientist,1,Single,"₹ 20,738",0-3 LPA,129.61,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,
VK3250,30,26-35,No,Travel_Rarely,1427,Administration,2,1,Medical,1,198,2,Male,2,1,Laboratory Technician,4,Single,"₹ 31,746",3-6 LPA,198.41,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,
VK3390,30,26-35,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,3,3,Sales Executive,4,Married,"₹ 50,377",6-10 LPA,314.86,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
VK3550,30,26-35,No,Non-Travel,111,Administration,9,3,Medical,1,239,3,Male,3,2,Laboratory Technician,1,Single,"₹ 49,404",3-6 LPA,308.77,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
VK3820,30,26-35,No,Non-Travel,829,Administration,1,1,Life Sciences,1,292,3,Male,2,3,Manufacturing Director,3,Single,"₹ 55,045",6-10 LPA,344.03,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
VK3860,30,26-35,Yes,Travel_Rarely,1005,Administration,3,3,Technical Degree,1,297,4,Female,3,1,Research Scientist,1,Single,"₹ 98,888",10+ LPA,618.05,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
VK4030,30,26-35,Yes,Travel-Frequently,334,Sales,26,4,Marketing,1,299,3,Female,2,2,Sales Executive,1,Single,"₹ 40,790",3-6 LPA,254.94,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
VK4110,30,26-35,No,Travel_Rarely,1275,Administration,28,2,Medical,1,441,4,Female,3,2,Research Scientist,4,Married,"₹ 6,600",0-3 LPA,41.25,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
VK4200,30,26-35,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,2,2,Sales Executive,3,Single,"₹ 95,660",10+ LPA,597.88,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
VK4240,30,26-35,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,3,2,Sales Executive,3,Married,"₹ 94,179",10+ LPA,588.62,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
VK4270,30,26-35,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,3,1,Sales Representative,2,Married,"₹ 41,764",3-6 LPA,261.02,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
VK4380,30,26-35,Yes,Travel-Frequently,464,Administration,4,3,Technical Degree,1,514,3,Male,3,1,Research Scientist,4,Single,"₹ 75,543",6-10 LPA,472.14,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
VK4810,30,26-35,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,3,2,Sales Executive,3,Single,"₹ 46,714",3-6 LPA,291.96,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
VK5020,30,26-35,No,Travel_Rarely,317,Administration,2,3,Life Sciences,1,548,3,Female,1,2,Manufacturing Director,4,Single,"₹ 57,835",6-10 LPA,361.47,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
VK5460,30,26-35,No,Non-Travel,1400,Administration,3,3,Life Sciences,1,562,3,Male,3,1,Laboratory Technician,4,Married,"₹ 74,744",6-10 LPA,467.15,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
VK5820,30,26-35,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,3,3,Sales Executive,1,Married,"₹ 57,491",6-10 LPA,359.32,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
VK6030,30,26-35,No,Non-Travel,1116,Administration,2,3,Medical,1,571,3,Female,3,1,Laboratory Technician,4,Single,"₹ 19,589",0-3 LPA,122.43,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
VK6240,30,26-35,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,3,1,Sales Representative,2,Single,"₹ 44,484",3-6 LPA,278.02,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
VK7030,30,26-35,Yes,Travel-Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,2,1,Sales Representative,1,Married,"₹ 83,989",10+ LPA,524.93,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
VK7210,30,26-35,No,Travel-Frequently,160,Administration,3,3,Medical,1,680,3,Female,3,1,Research Scientist,3,Single,"₹ 37,212",3-6 LPA,232.58,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
VK7310,30,26-35,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,3,2,Sales Executive,4,Single,"₹ 44,525",3-6 LPA,278.28,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
VK7330,30,26-35,No,Travel_Rarely,921,Administration,1,3,Life Sciences,1,806,4,Male,1,1,Laboratory Technician,3,Married,"₹ 48,202",3-6 LPA,301.26,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
VK7830,30,26-35,No,Travel_Rarely,946,Administration,2,3,Medical,1,833,3,Female,2,2,Manufacturing Director,4,Single,"₹ 33,635",3-6 LPA,210.22,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
VK8450,30,26-35,No,Travel-Frequently,1012,Administration,5,4,Life Sciences,1,861,2,Male,2,1,Research Scientist,4,Single,"₹ 64,208",6-10 LPA,401.3,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
VK8660,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,3,3,Sales Executive,3,Single,"₹ 34,828",3-6 LPA,217.68,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
VK8750,30,26-35,Yes,Travel_Rarely,138,Administration,22,3,Life Sciences,1,1004,1,Female,3,1,Research Scientist,3,Married,"₹ 19,711",0-3 LPA,123.19,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
VK8870,30,26-35,No,Travel_Rarely,153,Administration,8,2,Life Sciences,1,1015,2,Female,4,3,Research Director,1,Married,"₹ 4,420",0-3 LPA,27.62,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
VK9320,30,26-35,Yes,Travel-Frequently,109,Administration,5,3,Medical,1,1017,2,Female,3,1,Laboratory Technician,2,Single,"₹ 97,752",10+ LPA,610.95,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
VK9420,30,26-35,No,Travel_Rarely,1176,Administration,20,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1,Married,"₹ 1,301",0-3 LPA,8.13,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
VK9490,30,26-35,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,2,2,Sales Executive,3,Married,"₹ 46,236",3-6 LPA,288.98,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
VK10140,30,26-35,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,3,2,Sales Executive,1,Single,"₹ 67,235",6-10 LPA,420.22,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
VK10500,30,26-35,No,Travel_Rarely,853,Administration,7,4,Life Sciences,1,1224,3,Male,3,2,Laboratory Technician,3,Single,"₹ 55,240",6-10 LPA,345.25,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
VK10530,30,26-35,No,Travel_Rarely,1465,Administration,1,3,Medical,1,1241,4,Male,3,1,Research Scientist,2,Married,"₹ 66,726",6-10 LPA,417.04,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
VK10650,30,26-35,No,Non-Travel,879,Administration,9,2,Medical,1,1298,3,Female,3,2,Manufacturing Director,3,Single,"₹ 11,492",0-3 LPA,71.82,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
VK11070,30,26-35,No,Travel_Rarely,1138,Administration,6,3,Technical Degree,1,1311,1,Female,2,2,Laboratory Technician,4,Married,"₹ 7,102",0-3 LPA,44.39,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
VK11100,30,26-35,No,Travel_Rarely,634,Administration,17,4,Medical,1,1321,2,Female,3,3,Manager,1,Married,"₹ 51,336",6-10 LPA,320.85,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
VK11420,30,26-35,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,3,2,Sales Executive,1,Single,"₹ 86,314",10+ LPA,539.46,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
VK12340,30,26-35,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,3,2,Sales Executive,3,Married,"₹ 27,641",3-6 LPA,172.76,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
VK12450,30,26-35,No,Non-Travel,990,Administration,7,3,Technical Degree,1,1482,3,Male,3,1,Research Scientist,3,Single,"₹ 35,584",3-6 LPA,222.4,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
VK12470,30,26-35,No,Travel_Rarely,330,Finance,1,3,Life Sciences,1,1499,3,Male,3,1,Human Resources,3,Single,"₹ 33,745",3-6 LPA,210.91,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
VK12520,30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,2,2,Sales Executive,1,Married,"₹ 24,093",0-3 LPA,150.58,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
VK12600,30,26-35,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,3,3,Sales Executive,2,Married,"₹ 67,105",6-10 LPA,419.41,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
VK12970,30,26-35,No,Travel_Rarely,241,Administration,7,3,Medical,1,1609,2,Male,2,1,Research Scientist,2,Married,"₹ 52,885",6-10 LPA,330.53,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
VK13390,30,26-35,No,Travel_Rarely,793,Administration,16,1,Life Sciences,1,1729,2,Male,3,1,Research Scientist,4,Married,"₹ 37,631",3-6 LPA,235.19,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
VK14130,30,26-35,No,Travel-Frequently,1312,Administration,2,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1,Single,"₹ 73,991",6-10 LPA,462.44,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
VK0130,30,26-35,Yes,Travel-Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4,Single,"₹ 5,014",0-3 LPA,31.34,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
VK0590,30,26-35,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,2,3,Sales Executive,1,Single,"₹ 12,093",0-3 LPA,75.58,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
VK0730,30,26-35,No,Travel_Rarely,305,Administration,16,3,Life Sciences,1,1763,3,Male,4,2,Healthcare Representative,3,Married,"₹ 19,070",0-3 LPA,119.19,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
VK0760,30,26-35,No,Travel_Rarely,1092,Administration,10,3,Medical,1,1816,1,Female,3,3,Manufacturing Director,3,Single,"₹ 36,777",3-6 LPA,229.86,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
VK1250,30,26-35,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,3,1,Sales Representative,4,Single,"₹ 57,958",6-10 LPA,362.24,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
VK1330,30,26-35,No,Travel_Rarely,911,Administration,1,2,Medical,1,1989,4,Male,3,1,Laboratory Technician,2,Married,"₹ 83,074",6-10 LPA,519.21,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
VK1810,31,26-35,No,Travel_Rarely,670,Administration,26,1,Life Sciences,1,16,1,Male,3,1,Research Scientist,3,Single,"₹ 11,729",0-3 LPA,73.31,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
VK2250,31,26-35,No,Travel_Rarely,655,Administration,7,4,Life Sciences,1,76,4,Male,3,2,Laboratory Technician,4,Single,"₹ 46,017",3-6 LPA,287.61,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
VK2460,31,26-35,No,Travel_Rarely,1082,Administration,1,4,Medical,1,95,3,Male,3,1,Research Scientist,2,Single,"₹ 67,320",6-10 LPA,420.75,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,
VK2600,31,26-35,No,Travel_Rarely,746,Administration,8,4,Life Sciences,1,98,3,Female,3,2,Manufacturing Director,4,Single,"₹ 28,751",3-6 LPA,179.69,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,
VK2670,31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,1,2,Sales Executive,3,Married,"₹ 79,069",6-10 LPA,494.18,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
VK2930,31,26-35,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,1,2,Sales Executive,3,Married,"₹ 55,748",6-10 LPA,348.42,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
VK3040,31,26-35,No,Travel_Rarely,140,Administration,12,1,Medical,1,246,3,Female,3,1,Research Scientist,4,Married,"₹ 6,801",0-3 LPA,42.51,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
VK3100,31,26-35,No,Non-Travel,979,Administration,1,4,Medical,1,308,3,Male,1,2,Manufacturing Director,3,Married,"₹ 20,190",0-3 LPA,126.19,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
VK3110,31,26-35,No,Travel-Frequently,1327,Administration,3,4,Medical,1,337,2,Male,3,3,Research Director,3,Single,"₹ 50,689",6-10 LPA,316.81,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
VK3130,31,26-35,Yes,Travel-Frequently,307,Administration,29,2,Medical,1,355,3,Male,2,1,Laboratory Technician,2,Single,"₹ 51,993",6-10 LPA,324.96,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
VK3220,31,26-35,No,Travel_Rarely,1463,Administration,23,3,Medical,1,367,2,Male,2,2,Healthcare Representative,4,Married,"₹ 30,592",3-6 LPA,191.2,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
VK3260,31,26-35,No,Travel-Frequently,444,Sales,5,3,Marketing,1,399,4,Female,3,1,Sales Representative,2,Single,"₹ 11,647",0-3 LPA,72.79,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
VK3430,31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,4,2,Sales Executive,4,Married,"₹ 9,716",0-3 LPA,60.72,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
VK3700,31,26-35,No,Travel_Rarely,691,Administration,5,4,Technical Degree,1,423,3,Male,3,1,Research Scientist,4,Married,"₹ 89,891",10+ LPA,561.82,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
VK3950,31,26-35,No,Travel_Rarely,106,Finance,2,3,Human Resources,1,424,1,Male,2,2,Human Resources,1,Married,"₹ 88,545",10+ LPA,553.41,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
VK4000,31,26-35,No,Travel_Rarely,192,Administration,2,4,Life Sciences,1,426,3,Male,3,1,Research Scientist,4,Single,"₹ 90,912",10+ LPA,568.2,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
VK4350,31,26-35,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,3,2,Sales Executive,4,Single,"₹ 71,316",6-10 LPA,445.72,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
VK4400,31,26-35,No,Travel-Frequently,798,Administration,7,2,Life Sciences,1,442,3,Female,2,3,Manufacturing Director,3,Married,"₹ 3,368",0-3 LPA,21.05,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
VK4510,31,26-35,No,Travel_Rarely,1232,Administration,7,4,Medical,1,462,3,Female,3,3,Manufacturing Director,4,Single,"₹ 78,575",6-10 LPA,491.09,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10
VK4570,31,26-35,No,Travel_Rarely,408,Administration,9,4,Life Sciences,1,493,3,Male,2,1,Research Scientist,2,Single,"₹ 7,655",0-3 LPA,47.84,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
VK4830,31,26-35,No,Travel_Rarely,480,Administration,7,2,Medical,1,524,2,Female,3,2,Manufacturing Director,1,Married,"₹ 71,031",6-10 LPA,443.94,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
VK4850,31,26-35,No,Travel_Rarely,329,Administration,1,2,Life Sciences,1,530,4,Male,2,1,Laboratory Technician,1,Married,"₹ 77,429",6-10 LPA,483.93,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
VK6450,31,26-35,No,Travel_Rarely,1274,Administration,9,1,Life Sciences,1,581,3,Male,3,3,Manufacturing Director,2,Single,"₹ 92,083",10+ LPA,575.52,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
VK6760,31,26-35,Yes,Travel-Frequently,534,Administration,20,3,Life Sciences,1,587,1,Male,3,3,Healthcare Representative,3,Married,"₹ 88,922",10+ LPA,555.76,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
VK6800,31,26-35,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,3,2,Sales Executive,4,Single,"₹ 56,766",6-10 LPA,354.79,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
VK6910,31,26-35,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,2,3,Manager,4,Single,"₹ 14,403",0-3 LPA,90.02,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
VK7100,31,26-35,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,3,2,Sales Executive,1,Single,"₹ 33,097",3-6 LPA,206.86,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
VK7270,31,26-35,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,4,2,Sales Executive,4,Single,"₹ 79,657",6-10 LPA,497.86,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
VK8190,31,26-35,No,Travel_Rarely,1222,Administration,11,4,Life Sciences,1,895,4,Male,3,1,Research Scientist,4,Married,"₹ 11,966",0-3 LPA,74.79,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
VK8320,31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,2,1,Sales Representative,3,Married,"₹ 94,848",10+ LPA,592.8,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
VK8960,31,26-35,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,3,2,Sales Executive,3,Married,"₹ 53,921",6-10 LPA,337.01,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
VK8970,31,26-35,No,Travel_Rarely,616,Administration,12,3,Medical,1,961,4,Female,3,2,Healthcare Representative,4,Married,"₹ 50,726",6-10 LPA,317.04,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
VK9510,31,26-35,Yes,Non-Travel,335,Administration,9,2,Medical,1,991,3,Male,2,1,Research Scientist,1,Single,"₹ 51,300",6-10 LPA,320.62,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
VK9530,31,26-35,No,Travel-Frequently,853,Administration,1,1,Life Sciences,1,1011,3,Female,3,2,Manufacturing Director,1,Married,"₹ 23,677",0-3 LPA,147.98,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
VK9860,31,26-35,No,Travel-Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,4,1,Sales Representative,4,Married,"₹ 56,609",6-10 LPA,353.81,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
VK10130,31,26-35,Yes,Travel-Frequently,874,Administration,15,3,Medical,1,1160,3,Male,3,1,Laboratory Technician,3,Married,"₹ 97,825",10+ LPA,611.41,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
VK10150,31,26-35,No,Travel_Rarely,1332,Administration,11,2,Medical,1,1251,3,Male,3,2,Healthcare Representative,1,Married,"₹ 57,661",6-10 LPA,360.38,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
VK10170,31,26-35,No,Travel_Rarely,1062,Administration,24,3,Medical,1,1252,3,Female,2,2,Healthcare Representative,1,Single,"₹ 32,024",3-6 LPA,200.15,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
VK10310,31,26-35,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,3,3,Sales Executive,3,Single,"₹ 71,313",6-10 LPA,445.71,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
VK10340,31,26-35,Yes,Travel-Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2,Single,"₹ 54,006",6-10 LPA,337.54,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
VK10360,31,26-35,Yes,Travel-Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2,Single,"₹ 54,006",6-10 LPA,337.54,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,0
VK10370,31,26-35,Yes,Travel_Rarely,330,Administration,22,4,Medical,1,1389,4,Male,3,2,Manufacturing Director,3,Married,"₹ 16,338",0-3 LPA,102.11,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
VK10860,31,26-35,Yes,Travel-Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,1,1,Sales Representative,3,Single,"₹ 69,027",6-10 LPA,431.42,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
VK11450,31,26-35,No,Travel_Rarely,182,Administration,8,5,Life Sciences,1,1430,1,Female,3,4,Research Director,2,Single,"₹ 93,772",10+ LPA,586.08,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
VK11920,31,26-35,Yes,Travel_Rarely,202,Administration,8,3,Life Sciences,1,1433,1,Female,2,1,Research Scientist,2,Single,"₹ 81,135",6-10 LPA,507.09,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
VK12280,31,26-35,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,3,3,Sales Executive,4,Single,"₹ 20,508",0-3 LPA,128.18,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
VK12400,31,26-35,Yes,Travel-Frequently,1445,Administration,1,5,Life Sciences,1,1459,3,Female,4,3,Manufacturing Director,2,Single,"₹ 4,051",0-3 LPA,25.32,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
VK12480,31,26-35,No,Travel_Rarely,1398,Finance,8,2,Medical,1,1461,4,Female,4,1,Human Resources,2,Single,"₹ 49,747",3-6 LPA,310.92,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
VK12580,31,26-35,Yes,Travel-Frequently,523,Administration,2,3,Life Sciences,1,1464,2,Male,3,1,Laboratory Technician,4,Married,"₹ 88,142",10+ LPA,550.89,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
VK12750,31,26-35,Yes,Travel-Frequently,561,Administration,3,3,Life Sciences,1,1537,4,Female,3,1,Research Scientist,3,Single,"₹ 88,235",10+ LPA,551.47,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
VK13070,31,26-35,No,Travel-Frequently,715,Sales,2,4,Other,1,1613,4,Male,3,2,Sales Executive,1,Single,"₹ 55,021",6-10 LPA,343.88,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
VK13130,31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,3,2,Sales Executive,4,Married,"₹ 67,412",6-10 LPA,421.32,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
VK13420,31,26-35,No,Travel_Rarely,741,Administration,2,4,Life Sciences,1,1721,2,Male,3,1,Laboratory Technician,3,Married,"₹ 59,335",6-10 LPA,370.84,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
VK13590,31,26-35,No,Travel-Frequently,163,Administration,24,1,Technical Degree,1,1736,4,Female,3,2,Manufacturing Director,4,Single,"₹ 57,179",6-10 LPA,357.37,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
